title,abstract,IPC
Real-time feedback control for performing tooling operations in assembly processes,"A method and apparatus for controlling a tooling operation to be performed by a tooling system (302) in an assembly process. A current set of parameter values for a set of parameters (316) for the tooling system (302) are modified iteratively, until the current set of parameter values are determined to result in the tooling operation producing an output that meets a set of criteria (358), to form a final set of parameter values (346). The tooling operation is performed with the tooling system (302) using the final set of parameter values (346). A determination is made as to whether the output of the tooling operation meets the set of criteria (358) based on sensor data (354) about the output. A new set of parameter values (344) are identified as the current set of parameter values to be evaluated in response to a determination that the output of the tooling operation does not meet the set of criteria (358).",B
Apparatus for changing area ratio in a plasma processing system,"A plasma processing system has an upper electrode and a lower electrode. The upper electrode includes a first and a second upper electrode portions. The first upper electrode portion annularly surrounds the second upper electrode portion. The lower electrode includes a first and a second lower electrode portions, and the first lower electrode portion annularly surrounds the second lower electrode portion. A radio frequency (RF) power source provides RF energy to the second lower electrode portion. The lower surface of the first upper electrode portion is non-planar with a substrate-facing surface of the second upper electrode portion such that the first gap between the lower surface of the first upper electrode portion and the upper surface of the first lower electrode portion is smaller than the second gap between the substrate bearing surface of the second lower electrode portion and the substrate-facing surface of the second upper electrode portion.",B
MACHINE TOOL THAT CAN BE GUIDED MANUALLY AND HAVING A HOUSING,"The invention relates to a machine tool that can be guided manually and has an outer housing extending substantially along a longitudinal axis, which has a grip region which is provided for engaging and for guiding the machine tool by means of a hand of a user, comprising an electrical drive unit accommodated in said outer housing and a tool unit that is substantially mechanically uncoupled relative to the outer housing. The outer housing has a centre of mass that, with respect to the length of the outer housing, is arranged along the longitudinal axis in a section that extends toward the rear from the geometric centre of the outer housing.",B
Tool changing system and method,"A method, non-transitory computer-readable storage medium, and tool changing system for changing tools on a machine. The tool changing system includes a tool magazine, a tool transporter, and an automatic tool changer (ATC). The ATC includes a tool holder and a tool changer. The tool magazine is configured to store at least one tool received at the tool loading station. The tool transporter is configured to transport a tool from the tool loading station or the tool magazine to a tool transfer position of the ATC, and to hold the tool at the tool transfer position during an automatic tool change process. The tool holder is configured to hold the tool at the tool transfer position during the automatic tool change process when the tool transporter is not positioned at the tool transfer position. The tool changer is configured to provide the tool at the tool transfer position to a tool change position of a machine during the automatic tool change process.",B
protective helmet system and method for customizing form a head for client,"The invention claims a method for customizing pasted helmet and its manufacturing method, the method comprising: at the first position, the head data for obtaining client head, comprising a length, width, and at least one head portion contour. using at least one processor by the head data generating length, width and head contour matching with the head of the client computerized three-dimensional (3D) head model. can be the three-dimensional head model and the helmet safety standards for comparison. at the second position and the first position are different, customized pasted helmet formed based on the three-dimensional head model, wherein the customizing pasted helmet meets the safety standard and comprises an inner surface, said inner surface comprises a head of the client the length, width and at least one outline of features. the first position can be the home or shop. the head data is obtained by image a deformable interface member disposed on the client of the head.",A
the tooth,"The invention relates to a machine tool control and at least one display screen to display for the tooth tool related parameter, wherein the display screen is a multi-point touch, and allows through multi-contact gesture on the display screen for operator input for controlling the tooth.",B
"METHOD OF PRODUCING A GUIDE BEVEL ON A WORKPIECE, IN PARTICULAR ON A CUTTING TOOL, USING CNC-CONTROLLED LASER AND CLAMPING DEVICES","The invention relates to a method for producing a guide bevel on a workpiece, in particular a cutting tool. The workpiece to be machined is clamped in a clamping device which is rotationally driven about a rotational axis, and at least one laser unit is provided. The clamping device and the laser unit can be moved relative to each other by means of at least one CNC-controlled axis. The laser unit is of a type that is suitable for machining the workpiece by removing material. In order to produce the guide bevel, the laser unit and the clamping device are controlled such that the workpiece in the clamping device is continuously rotated about the rotational axis of the clamping device at least by a specified angular amount while the laser unit and the clamping device are moved relative to each other at least by a specified distance in order to remove material from the workpiece so as to produce the guide bevel.",B
Electric machine tool and method for controlling the electric machine tool,"In a method for controlling an electric machine tool having an electric motor for driving a rotating insertion tool, the electric machine tool is operated in one of multiple operating modes, and at least one parameter of the machine tool is detected. The instantaneous operating state of the electric machine tool is ascertained and evaluated based on the detected parameter. A protective function is activated when the presence of a critical operating situation is recognized during the evaluation of the instantaneous operating state. The instantaneous operating mode of the electric machine tool is detected, and the evaluation of the instantaneous operating state is adapted in each case to the instantaneous operating mode.",B
"Computer-implemented method and system for machine tool damage assessment, prediction, and planning in manufacturing shop floor","A self-aware machine platform is implemented through analyzing operational data of machining tools to achieve machine tool damage assessment, prediction and planning in manufacturing shop floor. Machining processes are first identified by matching similar processes through an ICP algorithm. Machining processes are further clustered by Hotelling's T-squared statistics. Degradation of the machining tool is detected through a trend of the operational data within a cluster of machining processes by a monotonicity test, and the remaining useful life of the machining tool is predicted through a particle filter by extrapolating the trend under a first-order Markov process. In addition, process anomalies across machines are detected through a combination of outlier detection methods including SOMs, multivariate regression, and robust Mahalanobis distance. Warnings and recommendations are flexibly provided to manufacturing shop floor based on policy choice.",B
Apparatuses and systems for finishing three-dimensional surfaces,A method and an apparatus for smart automation of robotic surface finishing of a three-dimensional surface of a work piece is described. A three-dimensional motion path is created along the surface of the work piece. A variable contact force profile is specified along the three-dimensional motion path. The three-dimensional motion path is modified based on the specified variable contact force profile. The surface of the work piece is finished using one or more surface finishing tools along the modified three-dimensional motion path. The surface of the work piece includes at least a flat region and a curved region.,B
"Theft-deterrence system for power tool system, and adapter and method therefor","A power tool system includes a hand-held power tool having a motor or a solenoid that drives a tool, and a first memory that stores at least one pass code. A battery pack is detachably attached to, and supplies current to, the power tool and has a second memory that stores at least one pass code. An electronically-actuatable lock and a first controller are provided in the power tool and/or in the battery pack. The first controller reads the pass codes from the first and second memories when the battery pack is attached to the power tool, directly compares the pass codes from the first memory and the second memory, and causes the first electronically-actuatable lock to prohibit or impair operation of the power tool when the pass codes do not match or otherwise correspond in a predetermined manner.",B
Controlling a display based on different modes of operation,"An electronic apparatus is provided with a processing unit that has a first operation mode in which an operation is enabled using only external power from a feeding device and a second operation mode in which the operation is enabled by feeding from a battery in addition to the external power from the feeding device. When the remaining capacity of the battery is sufficient, the processing unit executes an apparatus operation in the second operation mode. However, when the remaining capacity of the battery decreases, the processing unit changes an operation mode to the first operation mode and executes charging of the battery while continuously executing the apparatus operation.",G
Welding system with multiple user interface modules,"A welding system user interface module includes a front panel comprising a first input device and a first display screen. The welding system user interface module also includes circuitry comprising a memory storing machine-readable instructions, a processor for executing the machine-readable instructions, and communication circuitry configured to receive UI data from the first input device or a second input device of a remote welding system user interface module, and to broadcast synchronized data to the first display screen and a second display screen of the remote welding system user interface module.",B
Rotary cutting tool,"A rotary cutting tool has a cutting tool body with a cutting end and a cutting portion adjacent to the cutting end. The cutting portion includes a first blade, which has a first finishing cutting portion and a first roughing cutting portion adjacent to the first finishing cutting portion. The cutting portion includes a second blade, which has a second finishing cutting portion and a second roughing cutting portion adjacent to the second finishing cutting portion. The first finishing cutting portion overlaps one or both of the second finishing cutting portion and the second roughing cutting portion. The first roughing cutting portion overlaps one or both of the second roughing cutting portion and the second finishing portion.",B
SUPPORT FOR IMMOBILISATION OF A PROPELLER BY THE BLADE DURING THE MACHINING OF ITS BASE,"The invention relates to a mounting for locking a turbine engine vane (1) that includes a root (2) and at least one portion outside the root. Said mounting is intended for machining said outside portion on a machine tool and includes a stationary jaw (6) for receiving said vane, said jaw having, defined thereon, at least six points that form abutments and define a positioning reference system for said vane on said stationary jaw. Said mounting also includes a movable jaw (7) that is intended to ensure, during the operations of machining said outside portion, the holding of said vane against said stationary jaw (6) by at least one means for clamping onto the vane root (2). The movable jaw (7) comprises a first clamping means (11) that exerts pressure on one of the surfaces of the root, said pressure being substantially perpendicular to said surface. Said mounting is characterized in that the stationary jaw comprises a second clamping means (21) that exerts pressure on the leading or trailing edge of said root, said pressure being substantially oriented in the direction of said trailing edge or said leading edge of said root respectively.",B
Saw blade,"A reciprocating saw blade includes a body, an attachment portion coupled to a first end portion of the body, and a cutting portion formed on the body. The cutting portion includes a plurality of cutting teeth. Each cutting tooth includes a tip, a rake face, and a relief surface. The tips of the plurality of cutting teeth define a plane. The saw blade also includes a plunge point formed on a second end portion of the body for initiating a plunge cut. The plunge point includes a leading tooth and a second tooth. The leading tooth includes a tip and a rake face and defines a leading gullet. The second tooth is positioned in the leading gullet closer to the leading tooth than to a nearest cutting tooth of the plurality of cutting teeth. The second tooth includes a tip that is spaced apart from the plane.",B
Fluid lubricant and material shavings recapture system for a cutting operation,"A system for collecting shaving remnants and excess lubrication fluids emanating from a mechanical cutting machine, comprising a catch basin, drain filter, quick connection couplings, fluid reservoir, and pump system for reticulating captured lubricating fluid. The catch basin securely fastens to a cutting machine, while the removable backsplash is deployed at an upstanding angle relative to the catch basin in order to capture superfluous materials liberated from a pipe threading, reaming or cutting tool work piece. The backsplash doubles as a sealable lid capable of retaining the contents of the catch basin eliminating unwanted spillage and allowing for safe transport. The fluid is filtered and collected within the fluid reservoir, whereafter a pump draws the oil through a second filter element to reuse the lubricating fluid in the tool operation to create a closed loop system. Quick connect fittings compartmentalize the system to prevent leaks during maintenance or service.",B
Method and apparatus for concurrent multi-user toolpath creation,"A method for generating a toolpath includes providing a plurality of machining target models based on a model of an engineering object, assigning the machining target models to CAM clients operated by users, receiving a machining instruction sequence from each CAM client, and machining a part by executing each of the machining instruction sequences on one or more machine tools. The machining instruction sequences may be merged into a single machining instruction sequence before being executed by a machine tool. The machining target models may be created manually or automatically generated. In certain embodiments, the machining target models are generated by spatially partitioning the model of the engineering object. In one embodiment, features that are allocated to a separate machining process are removed from the machining target models. A corresponding apparatus is also disclosed herein.",G
Numerical controller capable of specifying halt point,"A numerical controller of the invention includes a halt block specifying unit that specifies, from among blocks corresponding to unmachined sections of a machining program, a command block in which halting is allowed to occur as a halt block during an automatic operation of a machine tool, a halt position selecting unit that selects, as a position at which the automatic operation is halted, any one of a start point, an intermediate point, and an end point of the halt block, and a halting unit that halts the automatic operation at a position selected by the halt position selecting unit.",B
System for continuous laser beam monitoring and analysis,"A system for continuously monitoring a laser beam includes a photodiode sensor mounted adjacent to a laser beam optical path. A laser beam optical path analysis module connected to the photodiode sensor and adapted to receive, analyze and report the sensor output from the photodiode sensor.",B
HVAC system and method of operation,"An improved, energy-efficient HVAC system and method of use employing a solution that is run parallel to refrigerant lines in a chiller unit. The solution is directed through the chiller unit through its proximity to chilled refrigerant wherein the chilled solution, rather than refrigerant, enters an air handler or an air pump and used to adjust the air temperature to a desired level. The system and method permits the place of a refrigerant based system external an enclosed building and a non refrigerant based system position internal the enclosed building.",B
System and method for providing tools on a machine tool and machine tool having a tool change system,"The present invention relates to a system, an apparatus and a method for providing tools on a machine tool. The system includes a first tool magazine for accommodating a plurality of tools; a first feeding device which is adapted to remove tools from the first tool magazine and feed them to the spindle; at least one second tool magazine for accommodating a plurality of tools; a second feeding device which is adapted to remove tools from the second tool magazine and provide them at a predetermined transfer position; and a transfer apparatus which is adapted to feed tools removed from the second tool magazine to the first tool magazine, with the result that the second tool magazine serves as a supply magazine for the first tool magazine.",B
Electric discharge machine having rotary table,An electric discharge machine is provided with a rotary table disposed in a working tank and fitted with an object to be machined. The rotary table is provided with a working fluid penetration detection unit configured to detect penetration of a working fluid into the rotary table body.,B
EtherCAT CONTROL DEVICE AND FACTORY AUTOMATION SYSTEM HAVING THE SAME,"An Ethercat control apparatus according to an embodiment of the present invention includes a master including a dummy ESC (EtherCat Slave Controller) and a first slave for data communication according to the EtherCAT protocol with the master, , The master uses the dummy ESC to synchronize time with the first slave according to a Precision Time Protocol (PTP) scheme. Therefore, since the Ethercat control device can prevent the effect of jitter, it can perform high-speed communication with the robot.",G
Modular computing system,"A modular computing system includes an electronic device and a case. The electronic device has a cavity formed by a thin portion and a thick portion. The case has an auxiliary portion that fits within the cavity of the electronic device when the electronic device is docked with the case. The electronic device has a device battery and the auxiliary portion of the case has a case battery that electronically couples with the electronic device when the electronic device is coupled to the case. The electronic device has a display assembly coupled to a cover glass, and the cover glass has two apertures providing two respective buttons within the apertures.",G
CNC machine thermal growth characterization and thermal compensation correction,"In at least one embodiment, a method of analyzing and characterizing the thermal growth of a CNC machine is provided. The method may include mounting an artifact having a bore onto a CNC machine and performing a test cycle. The test cycle may include probing the bore of the artifact to determine its location relative to the CNC machine and performing a dry cycle including one or more CNC machining processes. The method may further include calculating a deviation of the bore location from a reference relative location between the bore and CNC machine. The method may be used to improve, troubleshoot, or assess the effectiveness of CNC machine thermal compensation mechanisms. The method may start at ambient temperature and include repeating test cycles until a steady state temperature is reached in the machine.",B
Low profile rotating control device,"A system and method is provided for a low profile rotating control device (LP-RCD) and its housing mounted on or integral with an annular blowout preventer seal, casing, or other housing. The LP-RCD and LP-RCD housing can fit within a limited space available on drilling rigs. An embodiment allows a LP-RCD to be removably disposed with a LP-RCD housing by rotating a bearing assembly rotating plate. A sealing element may be removably disposed with the LP-RCD bearing assembly by rotating a seal retainer ring. Alternatively, a sealing element may be removably disposed with the LP-RCD bearing assembly with a seal support member threadedly attached with the LP-RCD bearing assembly. The seal support member may be locked in position with a seal locking ring removably attached with threads with the LP-RCD bearing assembly over the seal support member. Spaced apart accumulators may be disposed radially outward of the bearings in the bearing assembly to provide self lubrication to the bearings.",B
Power minimizing controller for a stage assembly,"A method for moving a stage includes coupling a stage mover to the stage, and directing current to the stage mover with a control system. The stage mover includes a magnet array and a conductor array positioned adjacent to the magnet array. The conductor array includes a first layer of coils and a second layer of coils, with the first layer of coils being closer to the magnet array than the second layer of coils. The control system directs current to the first layer of coils and the second layer of coils independently. Further, the control system directs more current to the first layer of coils than the second layer of coils during a movement step to reduce the power consumption.",G
Virtual reality and reality welding training system and method,"The invention claims a virtual reality and reality welding training system and method. A virtual welding station (100) comprises a virtual sequencer (186) for simulating different welding techniques and non-welding operations. The virtual welding station may be used to train an operator with respect to the production of a complete component. A virtual welding system comprises a logic processor-based sub-system, a virtual sequence controller, a display, an input device and a space tracker.",G
VOLTAGE SENSING WIRE FEEDER WITH WELD PROCEDURE MEMORIES,"The voltage sense wire feeder includes a storage device and a user interface. The user interface is configured to receive a first selection and a second selection. The first selection is configured to direct the voltage sensing wire supply to use the first setting group stored in the storage device, and the second selection causes the voltage sensing wire supply to use the second setting group stored in the storage device. Is configured to instruct to use.",B
Hand-power tool with an oscillation-damping device,"A hand-power tool includes at least one oscillation-damping device that has at least one damping spring, a damping mass, and a mechanism housing. The oscillation-damping device has at least two retaining parts that at least partly enclose the damping mass.",B
METHOD FOR MAKING CUTTING INSERTS,"A method of making a cutter structure (1) comprises placing a pre-formed body (4) of hard material having a surface topography in a canister, placing an aggregated mass of grains of superhard material (2) over said surface topography, placing a punch (10) in contact with the superhard material (2), the punch (10) having a surface with a surface topography inverse to that of the hard material body to imprint a pattern in the superhard material (2) complementary to the surface topography of the punch (10). The surface of the punch (10) contacting the superhard material (2) being formed of a ceramic material that does not react chemically with the superhard material (12) and/or a sinter catalyst for the superhard material (2). A pressure of greater than 3 GPa is then together with a temperature sufficiently high for the catalyst to melt to form the cutter structure (1) with a layer of polycrystalline superhard material bonded to the hard material and having a surface topography corresponding to the surface topography of the hard material.",B
Polycrystalline superhard material and method for making same,"A method of making a body of polycrystalline superhard material comprising placing an aggregated mass of grains of superhard material into a canister, placing a ceramic layer either in direct contact with the aggregated mass of grains of superhard material or in indirect contact therewith, the ceramic layer being spaced from the grains by an interlayer of material when present, the ceramic layer having a surface with surface topology, the surface topology imprinting a pattern in the aggregated mass of grains of superhard material complementary to the surface topology, the ceramic material and the material of the interlayer being such that they do not react chemically with the superhard material and/or a sinter catalyst material for the grains of superhard material. The aggregated mass of grains of superhard material and ceramic layer are subjected to a pressure of greater than 5.5 GPa and sintered to form a body of polycrystalline superhard material having a surface topology complementary to the surface topology of the ceramic layer. The ceramic layer and interlayer if present are then removed from the body of polycrystalline material. There is also disclosed a body of polycrystalline superhard material having a surface topology on a first surface, the first surface being substantially free of material from a canister used in formation of the body of polycrystalline superhard material.",B
Tool changing method and machine tool,"A machine tool includes a rotatable spindle, a spindle drive, a tool magazine, a tool changer including a rotating shaft, a rotating shaft drive motor, an angular position detector, a tool change arm having gripping units at both ends, and a controller. After interchanging a first tool mounted on the spindle and a second tool held in a tool pot, when rotating the tool change arm to an intermediate position, rotation of the spindle is started as soon as the second tool mounted on the spindle and the gripping unit are out of contact with each other.",B
TOOL-CHANGING CARRIER AND TOOL SYSTEM,"A tool-changing carrier, that is to say a tool turret (1) with a rotary turret unit having at least two tool mounts (9) and arranged such that it can be rotated relative to a basic turret body (12), has radiation-transmission means which are provided for passing electromagnetic radiation through the tool-changing carrier or along the same. A tool system comprises such a tool-changing carrier and at least two tool heads (3, 5, 15, 17, 18, 27, 34, 40, 43), intended for fixing on the tool mounts (9), wherein at least one tool head is an optical tool head (3, 15, 17, 18) which is suitable for exposing a workpiece (11) to electromagnetic radiation and has a tool optics unit (23) for deflecting and/or forming the electromagnetic radiation.",B
Servo control device with coarse and fine movement,A servo control device includes a coarse-movement reference model unit calculating a coarse-movement model position by performing predetermined filter computation based on a position command; a coarse-movement follow-up control unit controlling the coarse-movement shaft motor such that a coarse-movement-shaft motor position follows the coarse-movement model position based on the coarse-movement-shaft motor position provided from the coarse-movement shaft motor and the coarse-movement model position; an integrated reference model unit calculating an integrated model position by performing predetermined filter computation based on a position command; and a fine-movement follow-up control unit controlling the fine-movement shaft motor such that a fine-movement-shaft motor position follows a fine-movement model position based on the fine-movement-shaft motor position provided from the fine-movement shaft motor and the fine-movement model position obtained from the integrated model position and the coarse-movement model position.,B
System and method for CNC machines and software,"A method of rendering a machine state, a method of generating and rendering a work-piece cut path, and a CNC machines system are disclosed.",G
"Super-hard structure, tool element and method of making same","A method for treating a super-hard structure, the method including heating the super-hard structure to a treatment temperature of at least 500 degrees centigrade and cooling the super-hard structure from the treatment temperature to a temperature of less than 200 degrees centigrade at a mean cooling rate of at least 1 degree centigrade per second and at most 100 degrees centigrade per second to provide a treated super-hard structure. A PCBN structure produced by the method may have flexural strength of at least 650 MPa.",B
Power tool separation device,"The disclosure relates to a power tool separation device, in particular a hand-held power tool separation device, comprising at least one cutting unit which comprises at least two interconnected cutter support elements. At least two cutter support elements are interconnected by means of at least one connecting element of the cutting unit, and the connecting element is essentially flush with at least one outer surface of the at least two cutter support elements.",B
Machine tool,"A work machine (10) for relatively moving between a tool mounted to a principal shaft and a workpiece attached to a table, and for machining said workpiece, the work machine (10) including: a bed (12) having a table (15) positioned on the upper surface thereof; sidewalls (14) positioned to the left and right of the bed and projecting to the rear of the rear surface of the bed (12); support members (11b, 11a) for each supporting the bed in relation to a floor surface by using two points on the sidewalls (14) to the left and right of the bed, and using at least one other point; a vertically moving body (21) for moving along a pair of left and right vertical guides (28) positioned in the vertical direction down to the vicinity of the floor surface on the rear surface of the bed (12); and a vertical drive means for moving the vertically moving body (21) as one of the abovementioned relative movements, and having a pair of left and right feed screws (35) positioned in parallel with the vertical guides (28) and to the inside of and near to the sidewalls (14) which are left and right of the bed, and feed motors (30) for rotating/powering the bottom end sections of the pair of feed screws (35), and attached to motor brackets (31) positioned on the sidewalls (14) to the left and right of the bed.",B
Tool components and related machines and methods,"In some aspects of the invention, tool components for processing of plate-like workpieces, the tool component include an end face adjoined by a tool region provided for regrinding, the tool region being configured to undergo regrinding as a result of wear; and at least one identification mark located on the tool component to indicate the amount of shortening of the tool region as a result of regrinding.",B
HAND-HELD MACHINE TOOL WITH OUTER HOUSING,"The invention concerns a hand-held machine tool (10) having an outer housing (12) which extends substantially along a longitudinal axis and comprises a gripping region (13) which is provided so that it can be gripped and the machine tool (1) guided by a user's hand, and having an electric drive unit (14), which is accommodated in the outer housing (12), and a tool arrangement (15) which is coupled substantially rigidly to the electric drive unit (14). The outer housing (12) of the machine tool (10) has a defined inner contour (20) and the electric drive unit (14) and the tool arrangement (15) have a defined outer contour (19). The outer contour (19) and the inner contour (2) of the outer housing (12) are at a predetermined minimum spacing from each other. In order to observe this minimum spacing, a number N of first support devices (31) are provided on the outer contour (19) and a number N of second support devices are provided on the inner contour (20), the first support devices (31) and the second support devices cooperating in order to maintain the outer contour (19) and the inner contour (20) at this minimum spacing from one another.",B
Method for forming an interconnect of a solid oxide fuel cell,"A method for forming an interconnect of a solid oxide fuel cell includes the following steps. First of all, a powder mixture substantially including equal to or more than 90 wt % chromium powder, with the balance being iron powder and inevitable impurities, is provided. Then the powder mixture is pressurized by a pressing process with a pressure equal to or over 8 mt/cm 2 to form a green interconnect with a density being equal to or over 90% of the theoretical density. Next the green interconnect is sintered by a sintering process to form an interconnect body. Finally, a protection process is performed on at least one surface of the interconnect body to form an interconnect.",B
Method for measuring on machine tool and corresponding machine tool device,"A method, which uses an analogue probe mounted on a machine tool to scan an object so as to collect scanned measurement data along a nominal measurement line on the surface of the object; and the analogue probe has a preferred measurement range. The method comprises controlling the analogue probe and/or object so as to perform scanning operation according to relative movement route, the relative movement route is configured to make the hypothesis characteristic based on object surface, the simulation probe along the nominal measuring line of the object surface to obtain the data in the preferred measurement range; and making the simulated probe out of its preferred measurement range.",G
Stud welding gun and magazine,"A tool configured to dispense consumables, such as a plurality of stackable weld clips. The tool may receive the insertion of a magazine, which may include the weld clips, a pusher, and a retention pin positioned on a cartridge skewer. The magazine may be inserted into a magazine holder assembly to provide a magazine assembly. The magazine holder assembly may include one or more movable and stationary racks that engage the pusher. The rearward lateral displacement of a spindle may displace the movable rack and electrode arms, while opening retention arms. The electrode arms, which may include clip back-up arms, may be positioned to provide a clamping force on a weld clip that is being dispensed. The forward displacement of the spindle may displace the clamped welding clip with the electrode arms, pivotally open a pawl mechanism, move the retention arms to a closed position, are result in the indexing of weld clips in the magazine assembly.",B
Process for monitoring at least one machine tool,"A device, system, method, business method, and process of monitoring at least one machine tool including: determining a target signal of a component of the machine tool when performing a work step on the basis of at least one pre-definable or predefined reference number; detecting a current signal of the component of the machine tool when performing the work step; detecting a deviation of the target signal from the current signal; and generating a deviation signal. The deviation signal includes a piece of information about the component, the machine tool, and/or the deviation. The device, system, method, business method, and process of monitoring at least one machine tool further includes transferring the deviation signal as a new data set to an externally accessible storage unit that is separate or separable from the machine tool.",B
Machine tool,"Machine tool with a spindle head (1) to which a tool (3) can be attached and from which the tool (3) can be released, and a spindle head drive motor (A3) which can move the spindle head (1) in one direction that is not the horizontal direction,  wherein the machine tool comprises:  a load torque detection unit configured to detect a load torque acting on the spindle head drive motor (A3);  a data storage unit (21) which is adapted to in advance a relationship between a weight of a tool, which is set in the spindle head (1), and a load torque, which acts on the spindle head drive motor (A3) in a predetermined driving state with respect to to obtain a plurality of objects with different weights, and to store the relationship as linkage data between the weights of objects used and load torques; and  a tool weight estimating unit adapted to detect a load torque of the spindle head drive motor (A3) in the predetermined drive state when the tool (3) is inserted into the spindle head (1) by means of the load torque detection unit, and the weight of the tool (3) inserted in the spindle head (1) depending on the recorded load torque and the link data between weights of objects used and load torques, which are stored in the data storage unit (21) to estimate.",B
IMAGE RECOGNITION BASE ABLATION PATTERN POSITION RECALL,"Embodiments of the invention illustratively described herein generally include storing XYZ stage coordinates for the intended laser position, as well as a kernel image of the ablation pattern located during the scan positioning process, and where the laser is fired. It relates to comparing a current image of a current field of view of a camera/microscope comprising a kernel image. This comparison is used to correct for any built up errors during the course of the experiment. More specifically, an embodiment of the present invention relates to a software-based image recognition apparatus and method for correcting an error in an open loop system for positioning a sample with respect to a laser in an analysis system for dating zircon crystal grains.",B
HIGH PERFORMANCE MULTI-AXIS MILLING,"Technology for milling selected portions of a workpiece by a cutting tool of a numerical control machine is described. The described technology provides methods and apparatuses for milling areas of a part so that more aggressive machining parameters can be used in the toolpath, thereby resulting in reduced machining time and load. The described technology additionally determines directions of the tool axis vector at points along a toolpath in order to achieve a desired part shape while optionally maintaining high material removal rates.",B
linear motor device,"linear motor device comprises: a control part mover moves to make the linear motor, and the linear motor is provided to the pressing object applying pressure. control part comprises: a speed switching position deciding part, based on the speed of the mover moves from the 1 speed position to the first speed 2 the required distance, and the pressurized start pressure of the object. position and velocity to calculate object applying pressure to the pressurizing when the mover moves begins to decelerate from the 2 speed to the 1 speed that the deceleration starting position, wherein the pressure 2 speed slower than the 1 speed, the rotor object contact with the pressure applied during the pressing of the object becomes below a given pressure; and a position judging part, mover when the mover moves the pressurizing object from the given position, to drive the linear motor in the speed of 1, driving the rotor to speed the rotor 2 reaches the deceleration starting position.",B
Motor controller detecting abnormality of power transmission unit between main spindle and motor,"A motor controller includes a single-rotation signal detector detecting a single-rotation signal that indicates a single rotation of a main spindle, a rotation angle detector detecting a rotation angle of a motor every predetermined time, and a counter adding up the rotation angle. A value of the counter is reset when the single-rotation signal detector detects the single-rotation signal of the main spindle. The motor controller further includes a judgment unit judging that a power transmission unit has abnormality when a value of the rotation angle of the motor added up in the counter deviates from a predetermined range.",B
Rotational assembly method and apparatus,"The described embodiments relate generally to methods of assembly of electronic devices. In particular, a rotationally induced pressure is used to activate a securing mechanism positioned between a component and an enclosure. The component and the securing mechanism may be located in an inaccessible region of the enclosure such that traditional, direct, assembly processes may not be feasible. The securing mechanism may take the form of a layer of pressure sensitive adhesive or a fastener between the component and an interior surface of the enclosure.",B
"clamping device for locating the workpiece, with clamping device of machine tool and workpiece positioning method","The invention claims a clamping device for locating work-piece, comprising a clamping device for machine tool and positioning work method. wherein, the clamping device comprises two clamping elements and set for each clamping element and is a positioning drive in the form of a servo drive. for the shift to the operating state, each clamping element is first orientation are moved to the clamping position by means of a positioning drive. in this position, each clamping member applies no force to the arrangement between each work piece outside of the clamping element, or applying them in magnitude less than the force applied by each clamping force on the work piece clamping component in an operating state. starting from the clamping position, each clamping element is towards the push each other and transferred to the operating state by means of a positioning drive. for operating the clamping device, using a computer program written according to a method of, and the corresponding control command is generated in the range of the method. for generating control command of the encoding device provided in the computer program product.",B
Transponder key replication,"A method and apparatus for replicating a transponder key is disclosed. The transponder replication device includes an antenna that reads a transponder code from a transponder key; a camera, wherein the camera captures a bitting characteristic of the transponder key blade; a stabilizer that secures the transponder key in place while the camera captures the bitting characteristic; a memory device for storing the transponder data; means for transmitting the transponder code and the bitting characteristic of the transponder key blade to a remote location; and, a remote communication device that is compatible with the internet communications device that receives the transponder data and transmits it to a transponder duplication device at the remote location.",B
Method of forming green part and manufacturing method using same,"A method of manufacturing a part, including providing a green body made of powder injection molding material and connected to a solid support member partially contained in the green body. The support member is engaged with a retaining fixture of a machine tool. While supporting the green body through the engagement between the support member and the retaining fixture, the green body is machined to obtain a machined green part. The machined green part is debound and sintered. A method of forming a powder injection molding part in a green state including machining a molded body using a machine tool while supporting the blank with a retaining fixture, and a machining blank having a green body and a solid support member including one locating feature of a pair of complementary locating features snuggly engageable with one another are also discussed.",B
Tool attachment for a hand-held machine tool,A tool system having a hand-held machine tool including a tool holder for receiving an insert tool; and a mounting interface configured for mounting thereon: an angle attachment that includes an angle locking section for locking on the mounting interface and an angle drive unit; and an eccentric attachment that includes an eccentric locking section for locking on the mounting interface and an eccentric drive unit.,B
